adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,revilla_bong,estrada_jinggoy,defensorsantiago_miriam,drilon_frank,enrile_juanponce_sr,cayetano_pia,marcos_ferdinand_jr,recto_ralph,sotto_tito,osmena_serge,lapid_lito,guingona_teofisto_iii,hontiveros_risa,biazon_rozzano_rufino,devenecia_jose_iii,remulla_gilbert_cesar,lim_danilo,roco_sonia,querubin_ariel,pimentel_gwendolyn,acosta_nereus_jr,lacson_alex,tamano_adel,osmena_emiliomario,maza_liza,ocampo_saturnino,tatad_francisco,lozada_jose_apolinario_jr,mitra_ramon,langit_rey,bello_silvestre_iii,lao_yasmin,papin_imelda,ople_susan,bautista_martin,plaza_rodolfo,bautista_jv,guico_ramon_jr,lambino_raul,villanueva_hector,ocampo_ramoncito,inocencio_ma_katherine,palparan_jovito_jr,tinsay_alexander,alonto_zafrullah,tamayo_reginald,espinosa_nanette,maambong_regalado,david_rizalito,albani_shariff,virgines_israel,paredes_zosimo,sison_adrian,imbong_jo_aurea,princesa_reynaldo,nikabulin_adz,caunan_henry,valdehuesa_manuel_jr,tarrazona_hector,rinoza_plazo_maria_gracia,lood_alma
1108210000,1108200000,1100000000,New Bataan,Mun,9202,9644,7474,6021,6846,5267,5034,5428,3970,5681,5920,4127,2740,3485,3456,2598,2402,2284,1984,3882,2308,2202,1264,2490,1228,1170,993,1263,992,483,1598,583,1011,596,698,0,778,288,266,909,684,384,444,346,338,430,350,179,246,213,307,229,245,263,209,241,158,121,80,73,70
1108211000,1108200000,1100000000,Pantukan,Mun,15027,16736,11542,8594,10431,7587,6138,7598,6309,8104,9528,5646,4128,4304,4862,3389,3590,3238,3494,6624,3454,3649,2250,3656,4667,3669,1397,1885,1706,675,2907,998,1273,840,887,0,1052,622,311,1145,1184,364,484,311,719,602,481,340,448,776,305,246,379,439,200,245,226,153,147,93,99
1102301000,1102300000,1100000000,Asuncion,Mun,11916,13641,10566,9053,9580,8091,7065,6851,5031,7961,6073,6462,4102,4838,5340,2929,4201,3656,3880,6190,3305,3788,1802,3137,1867,1983,1457,1967,1429,710,2207,1042,1036,684,917,0,977,247,252,807,679,263,444,320,339,620,423,336,248,293,341,227,279,264,140,146,167,97,100,76,87
1102323000,1102300000,1100000000,Braulio E. Dujali,Mun,4822,6382,5138,4060,4345,3280,3184,2937,2463,3530,2567,2632,1859,2039,2081,1648,2071,1503,1600,2599,1435,1704,971,1273,670,728,601,805,551,457,1053,422,371,355,353,744,369,250,150,366,310,157,132,128,154,228,182,137,114,116,194,113,112,117,73,72,63,33,43,26,43
1102303000,1102300000,1100000000,Carmen,Mun,14148,18617,14630,12418,13928,10582,9418,8805,8186,11463,8230,8026,5876,6240,6672,5410,6022,4255,5042,8029,4323,4552,3305,4279,2587,2478,2042,2424,1642,1440,3951,1208,1182,888,1005,0,1187,596,589,1027,752,420,400,308,402,678,558,476,316,289,444,281,312,371,223,203,159,131,128,74,105
1102315000,1102300000,1100000000,City of Panabo,City,30570,43795,37241,33250,34710,24908,27578,23964,23367,30531,16246,20812,17945,15924,15366,17314,13378,11062,11151,20948,11726,9649,12743,10183,7249,6307,4929,5034,4034,3407,10175,3082,2192,2563,2634,0,2194,1291,1086,2039,1822,1052,1112,606,812,1849,1082,1107,631,540,1067,564,731,641,468,487,339,303,250,193,187
1102319000,1102300000,1100000000,City of Tagum,City,48593,60429,46956,47781,46817,39058,31251,34792,25611,40011,23608,34886,28581,27567,25136,19033,24554,18894,17803,22440,19931,14196,12542,13487,9846,8738,7944,9668,6208,4396,9083,4797,3728,3802,4424,0,4281,1170,1365,2634,2646,2088,1788,992,1567,2094,1251,1194,935,1223,1409,973,1037,1161,767,752,556,372,393,328,291
1102317000,1102300000,1100000000,Island Garden City of Samal,City,19738,23916,17615,15619,16343,13439,10907,12375,9914,13579,9838,11612,7684,8543,8503,5881,7325,6229,6417,9706,6996,5669,3931,5522,3733,3113,2774,3097,2688,1512,6936,1677,1655,1293,1547,0,1788,808,643,1478,1170,595,674,417,586,1102,639,531,654,492,649,380,608,455,355,316,325,204,182,176,154
1102305000,1102300000,1100000000,Kapalong,Mun,13475,15186,11850,12055,10841,9122,7511,10085,6461,9299,7214,8671,5902,7212,5650,3769,5149,5426,4034,6038,5992,5416,1859,3661,3201,2819,1677,2026,1646,915,2273,2164,1082,870,2014,0,1291,322,381,921,985,382,456,303,337,523,459,283,367,247,507,215,358,249,199,165,159,122,127,103,63
1102314000,1102300000,1100000000,New Corella,Mun,9572,10952,8503,7602,7653,5576,4356,6110,3730,6386,4794,5469,3291,4092,4027,2318,3251,2870,2813,4771,3933,3269,1185,2671,1652,1507,1095,1345,1111,488,1627,939,951,490,984,0,879,213,216,800,684,336,328,255,359,404,359,2100,247,230,479,235,246,217,206,176,159,91,87,57,54
1102324000,1102300000,1100000000,San Isidro,Mun,5229,5817,4213,3813,3995,3045,2411,3163,2258,3354,2709,2688,1533,1946,2193,1258,1440,1647,1206,2781,1701,1719,736,1548,971,971,625,742,703,322,959,470,460,346,489,862,517,165,144,423,374,131,170,123,145,265,239,122,140,118,208,79,165,159,56,71,76,57,45,35,51
1102318000,1102300000,1100000000,Santo Tomas,Mun,26004,28731,23792,20610,21617,17922,14259,16893,13577,18611,13661,13617,10011,10388,10225,8542,9225,7380,7820,12034,7498,6951,4351,7090,5073,4573,3144,3416,3177,2549,4121,1805,1745,1587,1751,0,1782,897,877,1612,1380,735,709,482,652,1194,762,619,493,347,712,416,648,559,286,276,293,241,159,137,141
1102322000,1102300000,1100000000,Talaingod,Mun,2072,2215,1348,1177,1224,924,845,1039,741,1058,1221,877,549,598,689,495,530,490,561,803,593,474,236,454,411,401,220,241,248,158,430,136,172,106,144,186,185,80,103,163,181,93,109,68,70,102,102,40,84,61,86,47,74,69,45,54,39,30,40,15,19
1102401000,1102400000,1100000000,Bansalan,Mun,14182,17845,12186,10327,12102,9365,9061,8795,7530,8993,10095,6559,4302,5327,5855,3800,3996,3863,4126,7572,3043,4597,2504,4106,2394,2056,2049,2090,2089,563,4532,1301,1282,1142,1184,0,1621,396,286,948,771,342,507,338,338,699,547,301,393,275,283,220,335,251,154,184,179,162,123,92,92
1130700000,1130700000,1100000000,City of Davao,City,289775,366725,320638,293711,296211,256375,206092,205091,180039,246710,133183,210575,186461,160742,155003,124306,127693,121575,116254,165421,143423,89831,85610,83542,90592,74542,61995,51768,49971,27416,170878,33783,18401,27071,26456,0,21912,8757,12274,16859,18184,14414,18175,7176,8106,15118,7542,8821,5645,6745,5980,5758,6407,6347,3970,4130,3290,0,0,1918,0
1102403000,1102400000,1100000000,City of Digos,City,32963,45165,34313,32699,31611,27089,23314,22782,22649,26796,22161,19823,16392,14328,17143,12947,13361,10606,13073,18400,9591,10614,9004,10679,7970,6618,5849,5679,5698,1929,11974,2709,2412,2857,3444,0,3793,928,863,1875,2064,1292,1446,733,906,1687,926,807,833,616,701,648,814,624,521,536,364,287,260,259,201
1102404000,1102400000,1100000000,Hagonoy,Mun,11750,14650,10514,13349,10061,7557,6515,7228,6070,7761,7313,5823,4002,4479,5158,3228,3729,3116,3621,5773,2775,3404,1809,3332,1745,1828,1491,1628,1587,549,3428,717,970,720,914,798,1200,334,210,687,588,248,331,178,228,503,326,223,322,240,148,168,266,236,158,111,115,110,118,76,70
1102406000,1102400000,1100000000,Kiblawan,Mun,7361,8369,5379,4463,4994,3870,2734,3529,2760,4015,4175,2927,2088,2586,2504,1570,1554,1524,1682,3349,2098,1910,965,1951,1180,1129,739,846,1123,499,2047,413,674,446,1029,413,1395,464,333,549,545,180,226,156,248,335,284,190,282,237,132,126,215,287,146,128,148,84,92,68,72
1102407000,1102400000,1100000000,Magsaysay,Mun,10201,13012,9076,7323,8717,6700,6724,6051,5467,5758,6724,4541,2991,3593,3957,3133,2513,2819,3121,5593,2625,3333,2302,2808,2552,2017,1285,1571,2066,384,3494,837,976,1358,1388,0,1722,435,287,763,845,293,314,230,297,566,424,369,416,269,203,199,278,273,161,163,177,153,117,107,91
1102408000,1102400000,1100000000,Malalag,Mun,5693,7292,4576,4106,4779,3501,3318,3244,2640,3583,3064,2755,1870,1795,2374,1624,1510,1396,1706,2973,1621,1672,1144,1484,1525,1276,711,774,874,234,2134,371,470,428,619,624,827,245,151,359,443,163,199,135,166,275,198,136,154,128,150,104,137,129,93,97,132,63,54,36,34
1102410000,1102400000,1100000000,Matanao,Mun,10265,14820,11181,8163,10488,8853,7565,7588,5410,6709,8309,4709,3492,3457,4174,5194,2778,2593,5021,6930,2442,2641,2241,2803,1922,1935,1233,1390,3871,370,2829,652,789,1051,819,0,1100,331,262,591,632,295,340,193,245,455,323,240,303,259,223,184,210,231,147,174,182,119,138,97,76
1102411000,1102400000,1100000000,Padada,Mun,5696,7461,5435,5795,5959,4349,3715,4016,3197,4528,3785,3369,2758,2382,2791,2094,2012,1868,1960,3337,1988,1748,1235,1761,1077,996,850,835,1072,375,2515,508,425,453,605,674,773,170,141,301,289,179,213,108,136,291,173,113,132,105,77,73,131,115,77,54,81,53,49,41,29
1102412000,1102400000,1100000000,Santa Cruz,Mun,16618,21967,14755,11940,14084,11730,9017,9245,8418,11024,9277,8140,6197,5689,7026,5059,5697,4521,5150,7934,4560,4763,2781,4473,3368,3094,2114,2636,1797,729,5719,1237,1297,1015,1715,0,2368,495,369,1129,1067,466,476,380,502,785,471,431,514,443,322,273,434,287,238,238,195,156,120,126,98
1102414000,1102400000,1100000000,Sulop,Mun,5424,7601,5493,5596,5192,4543,3557,3233,2734,4535,3351,2758,2108,2032,2433,2329,2074,1431,2307,3875,1735,1731,1813,1847,1186,1712,755,765,1024,264,3084,387,522,560,844,629,1070,944,170,417,489,171,192,99,195,330,212,133,209,173,102,98,137,130,128,91,166,57,82,42,41
1108601000,1108600000,1100000000,Don Marcelino,Mun,5249,5804,3493,2387,2840,2554,3014,1978,2230,1816,2810,1523,765,1230,1273,1142,441,1081,1294,2631,1493,1725,1605,1469,1301,1131,590,477,1257,359,2437,215,742,687,776,980,1072,538,304,568,709,238,248,269,376,457,401,165,344,375,191,161,294,319,277,221,232,180,166,106,93
1108602000,1108600000,1100000000,Jose Abad Santos,Mun,8803,9946,4866,3464,4461,3659,3882,3208,2649,2936,5515,1840,1369,1584,2161,1805,1539,1474,1660,3640,1719,2543,1667,1877,1303,1146,1043,807,1533,525,2141,360,1391,739,1211,628,1784,408,403,887,769,299,393,286,434,572,644,302,467,483,269,259,311,406,333,293,238,242,200,154,165
1108603000,1108600000,1100000000,Malita,Mun,17049,19347,11851,9330,11188,8540,10768,7321,6802,7357,9535,5682,4074,4119,5611,3929,2602,3186,3047,7438,3303,3879,5670,3645,2682,2629,1756,1687,2828,3703,6438,843,1604,1565,3107,0,3992,929,974,1019,1210,358,620,373,600,1033,585,411,584,560,329,288,404,347,415,349,292,238,215,155,144
1108604000,1108600000,1100000000,Santa Maria,Mun,7404,9076,6058,4770,5778,3835,4023,3369,3634,3986,3592,2593,2170,1894,2770,1783,1293,1777,1425,3225,2101,1973,1695,1980,1575,1519,1035,1060,1417,377,2525,353,795,538,1580,0,2290,482,674,470,609,203,228,184,269,428,273,194,264,314,175,126,184,199,185,134,171,97,108,79,131
1108605000,1108600000,1100000000,Sarangani,Mun,3722,3950,2341,2035,2102,1749,1891,1130,1718,1297,2143,792,529,765,915,745,661,653,868,1639,656,1308,895,699,724,737,384,419,612,179,683,186,550,311,824,505,1151,256,127,366,351,115,93,102,299,246,306,92,209,612,112,95,129,131,199,77,102,76,67,45,42
1102501000,1102500000,1100000000,Baganga,Mun,12554,11252,6840,6409,5807,4791,3642,5438,3915,4420,7578,3739,2491,2967,3080,2147,2301,2152,1703,3452,2296,3115,1310,2150,1725,1447,1133,1152,1142,710,1446,610,1505,585,847,0,867,299,291,638,697,324,670,208,314,556,540,200,445,269,181,155,285,259,159,162,171,138,127,99,111
1102502000,1102500000,1100000000,Banaybanay,Mun,8841,9790,7291,5694,6987,5369,3840,4939,4937,5228,4914,3966,3037,2889,3810,2214,2734,2078,2505,3659,1995,2147,1773,2105,2126,1871,903,1403,889,435,1454,572,737,438,435,614,499,205,185,578,558,231,311,219,338,451,278,191,211,339,157,136,196,141,144,120,110,90,67,55,78
1102503000,1102500000,1100000000,Boston,Mun,3197,2303,1553,1062,1224,1305,823,1199,884,926,1573,788,526,664,580,575,251,511,332,799,697,567,308,482,1112,755,201,245,296,115,328,153,360,176,227,361,217,77,59,167,242,71,70,63,83,174,154,61,78,72,38,38,72,76,51,38,53,35,31,29,32
1102504000,1102500000,1100000000,Caraga,Mun,6572,6225,3126,2422,2565,2546,1766,2371,2040,2031,3139,1626,1282,1511,1490,987,769,1108,751,1644,1655,1640,587,1155,952,876,492,692,743,292,704,393,754,320,693,535,876,253,221,620,584,253,198,242,374,341,367,161,279,252,233,167,203,269,198,228,183,106,109,69,53
1102505000,1102500000,1100000000,Cateel,Mun,8709,7157,5462,3985,4276,3970,2795,4253,2964,3597,4517,2784,1762,2250,2283,1718,1435,1839,1275,3124,1825,2021,1200,1767,3443,2567,831,802,1054,377,1590,488,1133,525,666,0,629,239,223,710,785,228,417,223,260,483,481,169,294,200,209,152,214,231,141,154,150,132,114,79,134
1102509000,1102500000,1100000000,City of Mati,City,22828,26439,18525,13908,17306,15037,13035,13614,10530,14218,13678,10374,7500,7780,9285,8191,5917,5804,6517,11368,6017,5931,8563,6629,5694,5130,3344,3518,4118,1915,9832,2371,2026,2210,1802,0,2144,1142,1218,1440,1772,807,813,431,1335,1513,876,648,656,1276,476,402,599,606,343,368,341,245,300,186,163
1102506000,1102500000,1100000000,Governor Generoso,Mun,8388,10646,6478,5135,6373,4560,4114,5567,3445,5046,4608,3862,4064,3091,3093,2013,2177,2215,2207,3621,2592,2747,1142,2313,1211,1277,735,1228,1125,328,2207,713,678,513,814,569,854,260,214,549,445,198,236,192,215,428,345,191,200,261,188,161,259,217,139,131,162,98,96,65,78
1102507000,1102500000,1100000000,Lupon,Mun,16164,15599,11001,8690,11760,8718,6065,8326,7458,8551,7711,6286,4980,4779,5288,4062,4308,3809,3597,6068,3642,3748,2461,3670,3376,3004,1731,1909,1711,890,3032,1052,1193,1001,1063,970,1234,390,399,1005,1014,415,710,310,839,754,519,373,455,666,216,256,448,345,258,212,242,165,168,84,137
1102508000,1102500000,1100000000,Manay,Mun,8121,8576,4380,3459,3927,3231,4392,2832,2842,2726,5366,2164,1509,1973,2386,2073,1195,1301,1718,3090,1367,2126,1438,1538,1606,1553,1160,763,1422,326,1367,301,1270,514,782,0,944,460,246,1030,875,383,298,361,500,451,539,243,362,266,435,260,208,259,268,365,174,176,160,122,85
1102510000,1102500000,1100000000,San Isidro,Mun,6390,7600,5583,4055,5099,4034,3027,3764,3008,3856,3446,3129,2000,2359,2203,1645,1576,1562,1611,2965,1683,1737,1116,1721,1519,1361,714,763,894,342,1721,471,561,413,430,545,455,195,151,488,367,134,206,130,146,343,282,158,164,134,126,112,153,123,81,82,93,73,53,42,45
1102511000,1102500000,1100000000,Tarragona,Mun,5182,4917,2701,1812,2397,2013,2122,1897,1682,1954,2980,1281,967,967,1480,950,695,858,785,1873,827,1268,1495,1160,826,813,440,512,662,164,1462,625,752,331,357,373,498,178,141,549,404,173,131,152,433,300,424,127,212,343,133,130,142,122,128,128,104,112,74,61,39
1608501000,1608500000,1600000000,Basilisa,Mun,5227,4522,1720,1535,3201,1235,3483,1361,1507,1441,3984,779,444,651,908,1041,410,690,489,2645,2155,764,1073,695,459,366,214,322,451,2441,2334,153,464,140,264,0,254,1948,395,246,201,65,94,69,125,132,192,105,140,90,62,70,93,121,75,75,62,49,39,37,46
1608502000,1608500000,1600000000,Cagdianao,Mun,3620,3078,1645,1095,2010,1071,1991,1281,1184,1030,2703,773,444,634,785,793,313,500,392,1574,1199,683,529,593,682,488,215,284,272,1064,1188,135,437,112,239,0,271,974,251,261,246,66,86,71,133,143,145,82,126,111,48,79,75,127,39,81,73,40,40,28,27
1608503000,1608500000,1600000000,Dinagat,Mun,2917,2445,674,686,2075,477,2241,534,442,472,2546,383,259,321,311,555,162,227,151,1899,1770,257,1156,207,140,110,85,102,137,1884,1789,81,109,47,120,0,95,1733,195,51,67,40,29,41,58,69,39,32,61,46,18,27,22,47,20,44,19,17,11,12,10
1608504000,1608500000,1600000000,Libjo,Mun,4069,3284,1465,1317,2463,1089,2218,1298,1160,1219,3080,874,431,675,711,732,283,533,306,1892,1554,614,923,695,767,570,184,284,320,1630,1701,124,426,137,196,0,216,1567,286,252,238,87,69,54,105,129,164,83,120,90,63,80,73,86,44,75,62,44,39,28,30
1608505000,1608500000,1600000000,Loreto,Mun,1970,1328,1180,1108,1138,980,678,1064,679,972,1104,798,827,670,578,430,358,426,272,648,660,409,318,429,462,261,134,179,219,331,370,157,289,86,143,402,99,226,84,146,198,136,38,144,158,58,63,54,59,34,171,91,44,19,99,120,33,23,22,8,16
1608506000,1608500000,1600000000,San Jose,Mun,7271,6891,2632,2026,5508,1810,6733,1733,1732,1655,6211,1208,648,722,1085,2498,460,687,604,4730,4044,642,1722,724,423,319,259,317,566,4415,4478,99,357,167,157,0,175,3631,491,182,203,53,63,30,57,134,144,115,130,89,33,57,63,61,46,44,70,38,22,33,15
1608507000,1608500000,1600000000,Tubajon,Mun,1520,867,847,552,654,588,482,625,433,474,772,448,329,328,322,354,158,219,251,452,370,295,135,231,367,240,92,90,181,218,218,89,230,93,94,224,99,156,61,114,119,54,24,42,65,63,56,21,37,37,76,36,20,24,41,40,28,14,11,6,11
802601000,802600000,800000000,Arteche,Mun,2673,2510,1669,1007,1203,1181,885,1049,1090,751,1574,507,510,485,699,565,411,380,563,720,360,492,198,346,244,218,211,335,216,274,170,91,416,149,161,87,140,99,110,174,141,93,192,95,79,82,107,69,96,64,76,61,69,66,53,65,38,28,23,23,18
802602000,802600000,800000000,Balangiga,Mun,2786,2970,2271,1507,1629,1469,1395,1634,1782,1390,1645,916,768,823,1029,756,852,720,936,798,658,706,307,589,651,606,543,391,298,394,161,156,438,174,256,122,312,118,94,219,214,128,296,133,114,103,181,85,97,72,94,98,103,68,86,84,39,42,43,35,26
802603000,802600000,800000000,Balangkayan,Mun,2475,2347,1690,1221,1315,1233,1308,1333,1652,845,1530,601,568,781,712,719,436,436,385,579,419,536,364,641,301,300,306,354,266,352,173,120,585,182,207,125,215,98,121,263,189,134,168,165,147,111,157,82,124,90,87,95,122,113,97,87,75,62,54,26,37
802605000,802600000,800000000,Can-Avid,Mun,4073,4293,2768,1522,2288,1874,1635,1711,2271,1188,2237,869,752,791,1135,823,789,540,768,778,584,776,291,568,824,649,359,342,296,359,161,114,764,178,194,193,223,220,114,279,222,123,502,140,125,103,162,80,189,79,101,75,99,84,81,80,77,60,60,35,44
802604000,802600000,800000000,City of Borongan,City,15283,15914,14142,11099,9274,10925,10344,10010,11900,7977,7202,5679,6942,5008,6956,6321,5853,3998,5405,4310,3923,2902,2591,2916,3100,3057,2468,2750,1758,2019,1161,785,1725,1046,1137,704,972,335,582,1104,901,955,1481,862,528,476,549,416,398,272,444,391,384,322,394,372,180,159,153,130,114
802606000,802600000,800000000,Dolores,Mun,8134,9263,6399,4148,4656,4918,3762,4123,4460,3248,5239,2358,2123,2211,3095,2225,2039,1688,1790,2401,1527,2382,760,1716,1222,1346,1118,1480,1020,1335,574,383,2139,633,660,421,791,322,353,995,718,495,948,345,485,386,651,235,416,288,277,274,396,351,244,249,215,193,177,122,138
802607000,802600000,800000000,General Macarthur,Mun,2435,2157,1667,1170,1371,1344,1023,1300,1340,930,1523,614,585,777,679,706,590,466,395,698,679,496,279,408,627,630,235,278,326,432,249,131,458,267,175,233,154,148,79,169,240,121,165,159,113,111,134,66,101,56,90,88,116,54,97,90,31,45,21,19,18
802608000,802600000,800000000,Giporlos,Mun,2758,3085,1833,1196,1912,1322,1134,1338,1546,1102,1479,699,611,697,1136,601,852,535,487,741,522,609,234,512,680,527,380,487,323,330,165,134,542,192,275,385,518,126,115,196,222,135,184,104,121,120,156,81,119,76,83,67,118,77,84,84,51,40,46,34,34
802609000,802600000,800000000,Guiuan,Mun,12619,13668,10184,8760,8442,7709,7635,8014,8027,6979,7056,4834,4630,4298,5148,4384,4206,3178,3170,4196,2959,4024,1509,3072,1678,1825,1723,2117,2184,1900,1297,707,1955,1020,1143,723,1014,618,344,1006,849,493,612,385,484,566,787,255,569,386,331,291,1045,341,272,238,271,170,173,155,134
802610000,802600000,800000000,Hernani,Mun,1788,1915,1290,817,1149,850,907,887,1087,611,1120,525,446,459,562,359,534,290,288,344,382,314,128,309,222,205,207,207,142,212,122,79,331,127,126,225,119,263,65,137,132,93,174,124,88,73,75,44,70,51,75,61,63,57,71,77,23,17,29,15,16
802612000,802600000,800000000,Lawaan,Mun,2656,2720,2229,1502,1606,1539,1368,1590,1651,1364,1547,884,877,785,921,854,989,658,827,760,650,613,321,509,411,394,400,407,353,418,215,142,447,225,197,133,187,161,91,199,216,150,204,159,147,110,112,73,94,71,145,99,74,59,114,113,47,45,38,30,32
802613000,802600000,800000000,Llorente,Mun,4659,4229,3178,2397,2564,2525,2282,2382,2672,1794,3043,1362,1205,1384,1405,1298,1017,1017,863,1426,949,984,437,876,789,835,559,564,627,840,493,317,814,476,357,296,374,316,304,312,379,199,313,204,233,176,225,141,214,127,161,115,139,144,147,153,94,79,54,41,59
802614000,802600000,800000000,Maslog,Mun,1672,1701,1266,1026,1136,1102,969,405,537,216,1406,97,104,245,263,738,191,109,99,880,96,180,45,116,64,101,71,98,49,91,24,17,263,24,36,653,50,31,28,46,42,14,628,28,21,17,73,29,48,6,9,17,25,20,13,6,13,18,5,2,5
802615000,802600000,800000000,Maydolong,Mun,3287,3088,2526,1719,1761,1807,1484,1841,2438,1307,1750,908,982,839,1158,778,996,706,737,795,698,551,297,539,463,473,426,435,386,519,301,172,460,246,226,160,230,124,120,235,196,138,250,235,139,88,154,109,101,85,116,95,90,78,99,98,58,41,40,39,33
802616000,802600000,800000000,Mercedes,Mun,1462,1474,1118,837,900,799,798,877,828,667,810,508,511,455,613,421,450,332,363,520,294,396,181,337,208,199,236,235,174,169,100,82,215,100,109,59,102,59,40,105,86,46,105,50,42,64,80,22,45,30,24,25,62,31,32,24,28,15,15,5,12
802617000,802600000,800000000,Oras,Mun,6963,7320,4831,3417,3871,3318,3318,3433,3600,2333,3875,1738,1628,1774,2245,1724,1724,1166,1549,1621,1198,1723,617,1068,681,641,650,841,620,737,374,294,1288,470,467,251,527,194,224,456,373,264,744,237,235,212,302,177,268,162,167,154,221,218,157,181,125,104,94,63,51
802618000,802600000,800000000,Quinapondan,Mun,2955,2714,1997,1349,1609,1466,1295,1627,1579,1240,1965,797,686,733,1057,687,741,555,527,776,599,650,260,618,561,486,341,394,337,501,262,145,710,242,249,88,292,164,161,243,263,142,219,143,162,134,175,70,139,88,119,104,151,91,93,104,71,60,50,33,26
802619000,802600000,800000000,Salcedo,Mun,4526,4540,3250,2415,2807,2576,2075,2708,2611,1943,2642,1570,1321,1484,1624,1129,1146,979,923,1580,1034,1154,438,958,627,592,729,699,527,614,386,241,748,339,410,159,390,148,141,350,266,112,236,140,143,197,257,94,181,116,113,85,269,118,74,94,76,69,63,45,37
802620000,802600000,800000000,San Julian,Mun,3030,3553,2469,1768,1726,1965,1628,1645,1754,1329,1652,1065,1165,819,1285,890,977,673,882,724,570,588,340,543,348,477,480,582,263,384,157,181,505,161,213,163,177,82,80,188,163,128,284,183,108,90,140,69,97,71,88,74,73,58,76,86,37,33,32,30,20
802621000,802600000,800000000,San Policarpo,Mun,2907,3101,2076,1372,1484,1471,1231,1287,1254,971,1789,667,706,559,913,977,657,414,811,783,481,586,316,361,387,411,257,356,325,317,129,126,465,250,156,143,156,68,82,177,163,108,201,103,89,82,131,50,96,44,75,66,86,70,67,60,39,34,34,23,30
802622000,802600000,800000000,Sulat,Mun,3597,3447,2921,1845,1991,1971,2054,2040,1868,1296,1748,1000,1387,882,1270,1191,992,721,1042,772,611,762,568,539,410,424,384,568,595,790,178,172,420,186,212,215,447,262,96,194,158,72,270,135,58,132,122,63,98,46,43,54,82,62,60,42,45,50,34,19,24
