adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,angara_edgardo,aquino_noynoy,arroyo_joker,bautista_martin,cantal_felix,cayetano_alanpeter,cayetano_joselito,chavez_melchor,coseteng_nikki,defensor_mike,enciso_ruben,escudero_chiz,estrella_antonio,gomez_richard,honasan_gringo,kiram_jamalul,lacson_ping,legarda_loren,lozano_oliver,magsaysay_vic,montano_cesar,oreta_tessie,orpilla_ed,osmena_john,pangilinan_kiko,paredes_zosimo,pichay_prospero,pimentel_koko,recto_ralph,roco_sonia,singson_chavit,sison_adrian,sotto_tito,trillanes_antonio_iv,villar_manny,wood_victor,zubiri_migz
601909000,601900000,600000000,Panay,Mun,6595,10655,3486,331,45,5316,165,431,2059,6096,15,10756,175,473,3946,150,5246,10257,94,1549,2687,595,10,5985,11356,272,3420,7071,6023,6170,2586,189,786,4834,6025,52,6934
601910000,601900000,600000000,Panitan,Mun,4326,6812,2540,247,34,4420,144,482,1481,3757,49,7462,133,546,4445,112,4399,7491,67,1455,2389,720,34,3510,7279,200,2807,4281,3532,4130,2455,135,735,4779,5203,43,4313
601911000,601900000,600000000,Pilar,Mun,5053,6839,2986,225,39,3727,136,477,1504,5013,20,7210,142,550,3771,131,6145,7517,75,2275,2644,922,11,4462,7305,144,2966,4144,3795,1970,2728,123,775,4077,5510,52,5565
601912000,601900000,600000000,Pontevedra,Mun,6320,8482,3774,249,47,5680,215,625,1977,5350,46,8957,195,699,4701,490,5534,8905,348,2156,4960,1199,26,4715,9328,172,4349,5476,5471,4681,2156,139,1345,4770,6307,72,6361
601913000,601900000,600000000,President Roxas,Mun,4048,5598,1951,189,38,4104,145,426,1729,3311,12,6377,150,364,3246,103,5311,6300,196,945,1500,546,14,3157,5894,152,2456,3839,3535,2088,1769,108,700,3506,4091,69,3614
601915000,601900000,600000000,Sapi-An,Mun,3649,4096,2933,136,39,2936,168,350,2301,2902,17,5186,91,533,2698,732,3905,4964,85,2576,3073,716,17,1847,5310,75,3789,2751,3063,1769,1027,44,709,3252,6273,34,2779
601916000,601900000,600000000,Sigma,Mun,4054,5363,3183,383,27,4137,140,386,2135,3506,21,6379,131,430,3777,237,4789,6328,29,2058,2521,1175,12,2756,5769,340,3451,3181,3149,2495,993,251,1117,4838,6838,46,3677
601917000,601900000,600000000,Tapaz,Mun,9143,7032,5778,292,122,4768,382,912,2159,7561,57,7182,243,970,4434,638,5422,7962,160,4804,4938,2708,33,3691,8065,180,5596,4601,5743,2933,1613,95,2725,5128,7080,82,6095
502001000,502000000,500000000,Bagamanoc,Mun,1299,1816,1839,72,27,1204,97,257,752,881,16,2762,43,316,1768,116,1833,2761,66,550,883,569,18,959,1381,37,1012,1323,753,1924,193,17,517,1552,1577,40,704
502002000,502000000,500000000,Baras,Mun,1612,2276,2279,65,10,1489,129,111,815,2068,20,3267,56,226,2869,144,2558,3408,34,637,921,615,27,1121,1525,48,1262,1518,1203,2170,374,20,580,2092,2048,39,998
502003000,502000000,500000000,Bato,Mun,2755,4421,4545,107,53,3182,173,227,1634,1780,23,6297,69,488,5273,135,4610,6043,71,804,921,846,24,2148,3332,102,1464,3210,1835,5442,270,96,916,4394,4727,78,1519
502004000,502000000,500000000,Caramoran,Mun,3547,3662,3918,137,71,2620,159,465,1378,2014,29,4690,83,940,3414,227,3900,5709,142,1544,2320,1214,49,2046,2862,101,2175,2816,1952,4208,438,75,1685,2334,3724,188,1446
502005000,502000000,500000000,Gigmoto,Mun,1162,1744,1324,49,16,1204,80,143,670,829,4,2723,37,264,1949,73,2010,2387,43,324,494,325,10,845,1408,36,667,1197,974,1777,91,31,430,1504,1694,32,562
502006000,502000000,500000000,Pandan,Mun,2817,3159,2699,161,138,1843,132,305,1487,1136,33,4153,62,569,2287,276,2852,4645,82,1023,1707,1537,23,2202,1818,97,1367,2894,1760,3970,321,84,1680,1898,3145,100,961
502007000,502000000,500000000,Panganiban,Mun,1372,1959,1726,78,50,1519,53,182,736,902,27,2712,41,291,2077,115,2319,2501,53,470,705,599,10,900,1382,65,987,1195,1013,2006,201,61,689,1675,1898,55,696
502008000,502000000,500000000,San Andres,Mun,4668,6736,9690,172,74,4580,324,363,2339,3594,48,11094,131,897,7782,269,6921,11220,124,1939,2446,1707,32,3249,6495,176,4207,4924,3579,8957,565,64,1727,5474,7750,118,3012
502009000,502000000,500000000,San Miguel,Mun,2105,2563,2788,106,50,1594,213,200,839,1240,33,3789,85,421,2861,114,2835,3781,83,667,1104,676,18,1304,2132,76,1168,1730,1197,2635,177,39,746,1868,2239,70,859
502010000,502000000,500000000,Viga,Mun,3274,4113,3444,140,58,3022,158,362,1523,2480,160,5493,87,883,3893,337,4312,7304,124,1273,1791,1035,23,2136,3045,80,2214,2793,2329,4075,441,36,1757,2755,4005,152,1463
502011000,502000000,500000000,Virac,Mun,10431,13859,15520,596,113,10551,523,598,5681,6052,86,20657,199,1935,14542,592,14719,19250,252,2724,3347,2640,174,6425,10929,554,5689,10456,6919,14909,1054,416,4635,11711,14384,225,4873
402102000,402100000,400000000,Amadeo,Mun,6441,6692,5733,419,22,6204,312,143,3001,4277,23,11128,116,774,6539,395,11825,9892,52,1255,1214,1008,25,2626,8641,320,2449,6310,4366,4265,1386,298,2769,6567,9278,115,4441
402105000,402100000,400000000,City of Cavite,City,13559,19940,11522,1399,46,19319,436,460,8773,7973,63,29250,158,5822,20845,853,30169,26029,326,3908,6888,3629,91,8355,19097,1281,6347,15953,12579,13270,2025,551,12472,21359,23633,291,9216
402119000,402100000,400000000,City of Tagaytay,City,9533,11089,8411,579,71,9175,334,269,4071,6485,65,14765,104,1469,9240,1253,14032,13891,274,4251,3535,2622,44,4427,10739,528,6764,7454,7635,6805,2298,393,5717,9027,11384,139,7511
402122000,402100000,400000000,City of Trece Martires,City,8748,12599,7833,539,68,12014,689,423,5051,3657,109,17320,315,2543,11820,779,17551,17335,348,3552,4339,2604,95,6204,12838,562,5612,9289,7605,7957,1390,236,6336,11331,13363,187,6440
402123000,402100000,400000000,Gen. Mariano Alvarez,Mun,16869,24580,15249,1281,106,23297,711,617,11142,10533,208,32366,287,6240,21987,1448,31379,31587,549,5871,6317,4274,208,12613,24050,891,9446,19127,14347,17986,2658,160,9360,10410,12575,120,8865
402107000,402100000,400000000,General Emilio Aguinaldo,Mun,3087,4022,2372,108,13,3834,184,134,1616,1762,90,6184,47,374,5094,100,6824,5117,56,786,872,601,8,1990,6249,112,1394,3008,2960,2608,418,64,1618,5311,4907,61,1857
402111000,402100000,400000000,Kawit,Mun,7492,13241,8826,1478,127,10522,177,134,4040,6224,4,17103,37,1912,8798,479,17221,14404,86,2124,2805,1538,10,3666,12345,1240,4326,8022,8863,7402,2116,1098,6560,10634,15717,144,5810
402112000,402100000,400000000,Magallanes,Mun,2391,2648,1441,128,8,3226,93,98,1063,1044,6,4569,29,287,4805,46,5732,3817,36,563,738,497,8,1244,3000,114,844,1960,2214,1825,138,53,1589,4128,3657,61,1044
402113000,402100000,400000000,Maragondon,Mun,5180,6679,4577,239,24,5887,330,170,2724,3384,152,9508,224,1353,6451,420,11530,9510,100,1622,2263,1570,19,3264,7116,280,3452,4912,4224,3937,803,194,3932,6938,7932,80,3400
402114000,402100000,400000000,Mendez,Mun,5502,6898,5289,896,29,5726,217,132,2946,4022,126,9955,51,914,5770,353,9703,8981,167,1494,1517,1372,78,2759,7309,814,2666,4920,4897,4316,973,634,3991,6124,8521,16,3976
402115000,402100000,400000000,Naic,Mun,11211,16433,8711,605,51,14692,467,413,8042,7186,127,22917,232,3849,15343,769,24539,22273,365,3464,5248,3344,126,8041,16101,632,6159,11733,11113,9701,1253,306,11088,14707,18102,344,7876
402116000,402100000,400000000,Noveleta,Mun,6245,9782,5960,556,31,8072,283,230,3614,4226,35,12134,113,1654,8000,391,12460,10987,123,2264,2382,1673,43,3431,9210,460,3283,6455,5582,5474,1122,268,4320,7728,9872,125,4205
402117000,402100000,400000000,Rosario,Mun,10560,16218,8786,462,40,15268,399,321,6641,6889,36,21876,212,3557,13793,712,22500,21293,144,4030,4586,3252,75,6868,15479,434,6522,12340,9632,10185,1686,245,8770,14074,18279,254,6978
402118000,402100000,400000000,Silang,Mun,24099,35230,19658,1579,217,30924,761,756,14387,17357,321,45467,675,5765,30775,2036,45658,42905,855,8680,7183,5281,383,15162,30819,1751,11471,24218,19440,21687,3777,992,17602,29700,37212,496,15017
402120000,402100000,400000000,Tanza,Mun,10228,15370,9335,665,177,13808,548,427,6965,7139,102,20340,236,3229,13904,615,21287,19903,273,4121,6805,2780,80,7790,15181,694,6162,10914,9135,9761,1486,304,7486,13864,15840,260,8293
402121000,402100000,400000000,Ternate,Mun,2655,3655,2446,71,12,2943,105,103,1416,2237,12,5646,29,1050,3459,91,5821,5379,41,1013,1367,727,10,1430,3743,49,2004,2272,2880,2174,403,41,2852,3580,4063,60,2451
702201000,702200000,700000000,Alcantara,Mun,3450,1924,3378,136,46,837,121,391,321,3321,39,1617,35,446,994,1470,1434,1945,54,2709,2836,1948,92,1258,2342,219,3475,1560,2572,694,1697,131,1987,850,1747,67,2488
702202000,702200000,700000000,Alcoy,Mun,1612,731,1804,31,9,430,40,104,156,1614,4,713,13,136,745,800,770,871,16,1397,1316,1037,5,543,1074,30,1858,627,1570,312,1120,11,1202,369,824,7,1346
702203000,702200000,700000000,Alegria,Mun,3207,1301,3471,58,18,708,75,200,267,3137,11,1224,19,240,1353,1718,1350,1519,25,2727,2670,2023,6,940,1854,45,3632,1130,3114,556,2189,27,2433,624,1518,16,2678
702204000,702200000,700000000,Aloguinsan,Mun,2179,1791,1949,74,36,857,96,293,202,1933,23,1592,51,331,854,174,1245,1787,69,1752,1463,592,16,1591,2175,84,2356,1465,1775,609,1092,38,1528,575,2315,68,1753
702205000,702200000,700000000,Argao,Mun,940,566,956,31,11,335,27,62,92,834,3,521,10,82,331,238,416,551,10,695,726,394,4,480,754,18,1020,379,840,271,486,10,549,290,696,5,835
702206000,702200000,700000000,Asturias,Mun,10210,6398,10960,369,69,3411,368,612,1173,9411,40,5934,88,1042,3708,2697,4959,6302,143,7273,7170,4112,40,4623,8503,259,10244,4508,9379,3122,4914,158,5586,3062,7766,110,8496
702207000,702200000,700000000,Badian,Mun,3650,2645,3676,146,46,1339,132,505,457,5767,30,2258,38,580,1838,762,2353,3288,78,2730,3242,1495,15,2231,3670,92,5455,2038,3294,1328,2196,34,1864,1261,3407,80,2812
702208000,702200000,700000000,Balamban,Mun,6211,6237,12126,410,88,2627,518,1085,868,9463,77,7415,123,1053,2176,855,3565,5526,176,4813,4164,1708,98,5563,11221,336,10627,4090,10191,2711,6647,315,2416,1634,9959,90,9911
702209000,702200000,700000000,Bantayan,Mun,9190,7158,8476,321,84,2580,278,829,823,6729,97,5134,167,997,2907,710,5005,7161,186,4840,5496,3433,35,5830,6955,190,7227,3979,6021,2171,4039,97,4480,1474,6379,138,6182
702210000,702200000,700000000,Barili,Mun,8400,7216,8979,497,145,3495,490,1454,1226,11771,204,7059,242,1772,3613,783,5385,8160,278,6370,5999,2896,71,8255,9118,270,9351,5795,6656,2766,3057,142,3792,2233,7771,113,6293
702212000,702200000,700000000,Boljoon,Mun,3192,1776,2957,142,28,944,89,375,435,2494,18,2282,44,378,1079,597,2244,2020,72,1370,1897,1425,15,1282,2275,122,3558,1450,1656,695,1535,26,1545,791,2754,47,2220
702213000,702200000,700000000,Borbon,Mun,6022,3546,6595,186,112,1707,200,716,749,5370,113,4297,116,893,1785,788,3092,3899,97,4679,4716,2814,20,4787,4738,127,6347,2640,5196,1152,3319,37,3353,980,3561,44,4861
702215000,702200000,700000000,Carmen,Mun,6773,6383,6898,287,72,3240,697,664,672,6085,84,7121,147,1113,2887,686,4182,5812,231,4936,5690,4989,103,3343,8054,193,8227,3370,6191,2057,3874,138,3292,1867,5835,77,5691
702216000,702200000,700000000,Catmon,Mun,5625,3050,5778,198,62,1512,174,668,613,4992,47,4247,69,535,1592,686,2236,3320,227,4612,4043,2818,56,3153,4142,162,5777,2543,4765,1166,3061,58,3127,1006,3523,50,4778
730600000,730600000,700000000,City of Cebu,City,164327,143517,173085,11484,2078,79359,8038,10477,28510,157859,1687,147236,2674,36259,69439,43050,120766,160080,3470,101583,99631,48670,1623,61792,177859,11440,142442,94680,127013,68432,61697,6864,83588,55121,161623,2838,146752
731100000,731100000,700000000,City of Lapu-Lapu,City,18796,12982,18310,765,177,7552,605,1537,2238,18116,178,12082,204,3589,7003,5299,15890,13784,275,12684,14650,8897,106,14579,16954,620,17676,9493,17822,5716,7138,305,12219,5151,12455,323,17027
731300000,731300000,700000000,City of Mandaue,City,54254,46631,54969,3030,636,32493,2357,3913,8344,57730,719,53765,830,8068,24603,9337,40630,57566,1348,32141,32660,19325,677,27779,72466,3441,56013,35327,58078,26960,26505,1699,24197,17668,53881,825,55763
702250000,702200000,700000000,City of Talisay,City,32696,26064,36491,1842,338,14534,1377,2540,4912,31611,215,22657,487,5883,13349,8909,19645,28694,818,24937,26213,12438,336,12707,34888,1721,31798,18250,32640,13443,15064,946,19314,9988,29681,431,31203
702251000,702200000,700000000,City of Toledo,City,22548,17034,27154,1240,281,8491,1194,2050,2544,23786,228,17961,357,3018,7317,3788,11260,24784,371,18502,19008,11251,138,24074,28956,1128,22161,11749,19106,7406,8858,607,8813,6183,16733,354,24122
702218000,702200000,700000000,Compostela,Mun,6975,7047,7230,284,58,2499,198,609,862,6349,38,8498,64,1068,2599,731,3835,6400,102,4516,5769,3303,25,5453,9075,235,6743,3797,6846,2116,2772,103,4125,1971,6235,54,6941
702219000,702200000,700000000,Consolacion,Mun,16484,16595,17069,928,215,9601,675,1245,2546,16181,130,13393,209,2161,7037,1627,10197,15403,417,10370,9517,4671,90,11247,21921,1012,14950,9325,15262,5718,7649,423,7316,5154,16624,273,16020
702220000,702200000,700000000,Cordova,Mun,8221,7923,5678,410,100,3034,354,948,1091,5172,76,7561,128,1866,2845,673,6925,9116,155,3832,5609,3796,178,6122,7878,402,8420,7226,7739,2949,1220,1845,2471,1931,5421,124,8497
702221000,702200000,700000000,Daanbantayan,Mun,12668,8083,13183,667,161,2978,452,1359,1085,11385,118,6861,138,1418,4357,4698,4514,6340,189,8963,9385,6597,64,7578,8186,229,11716,5374,10876,2652,8189,322,8295,1862,6819,122,9629
702222000,702200000,700000000,Dalaguete,Mun,9301,7049,9914,521,198,3371,478,1278,2593,6582,112,7196,161,1512,3766,882,5827,7032,244,4823,4617,3431,123,7904,8696,394,9157,5355,5854,2831,2705,167,2784,2554,6942,171,6143
702223000,702200000,700000000,Danao City,City,22788,19394,25003,1006,446,11294,966,2374,2214,23234,311,18441,376,3521,11456,2103,15994,18818,446,13871,18120,11828,165,20951,24813,695,23140,10772,22449,5519,11613,243,12788,6296,18508,267,18277
702224000,702200000,700000000,Dumanjug,Mun,6436,4465,6554,299,93,1994,280,986,637,7238,62,5101,90,1111,2141,687,3109,4734,159,3841,3908,3111,39,2835,7464,194,7397,3431,4081,1641,3539,81,3045,1447,7854,115,4955
702225000,702200000,700000000,Ginatilan,Mun,2543,1552,2818,182,34,715,83,371,278,2371,22,1284,43,286,747,831,1001,1527,185,2099,2090,1291,130,1195,2064,261,2979,1248,2119,706,1397,88,1286,598,1721,60,2024
702227000,702200000,700000000,Liloan,Mun,13608,12965,15028,888,226,6410,878,1984,1874,12914,327,11709,363,2349,5728,1923,8701,13652,380,9122,10013,4643,138,7089,16393,938,14038,9289,12524,5398,4901,411,5893,3991,12911,266,12508
702228000,702200000,700000000,Madridejos,Mun,2146,1998,2210,77,41,877,103,236,256,1930,23,1802,45,425,867,292,1943,2444,38,1276,1844,756,23,1415,2677,53,2054,1374,1810,691,541,13,1162,591,1777,17,1485
702229000,702200000,700000000,Malabuyoc,Mun,2667,1546,2845,217,44,726,119,411,330,2376,27,1166,33,331,691,1016,1136,1433,51,2214,2039,1482,14,1441,1969,107,3235,1347,2235,563,1576,45,1431,501,1431,39,2011
702231000,702200000,700000000,Medellin,Mun,7507,5764,7755,217,76,1760,202,599,534,6985,80,5003,61,1359,3180,1603,2950,3996,68,4189,4698,2471,18,6508,5456,131,5889,2702,6913,1497,4661,49,5303,1379,5943,96,6671
702232000,702200000,700000000,Minglanilla,Mun,17573,14186,19449,845,256,7107,841,1448,2414,17721,192,11344,468,2575,6230,4845,9308,12872,384,13277,13072,7113,264,8863,18336,909,17000,10405,17080,6204,8466,604,10048,4954,16138,275,16059
702233000,702200000,700000000,Moalboal,Mun,5235,3778,5744,358,84,1853,245,772,710,5184,49,3840,115,8611,1952,712,2711,3952,91,3913,3995,2348,45,2949,4922,249,6226,3004,4384,1576,2292,140,2625,1269,3856,64,4412
702235000,702200000,700000000,Oslob,Mun,404,217,444,15,3,128,11,54,46,341,6,251,0,53,151,49,214,330,13,356,326,184,3,266,334,7,585,214,347,129,205,2,223,83,347,68,321
702236000,702200000,700000000,Pilar,Mun,2040,1052,2130,90,35,448,49,171,209,1394,69,2198,23,352,601,120,810,2095,17,1512,1889,1207,2,851,1474,58,2594,690,2005,477,1463,36,704,409,1640,14,1300
702237000,702200000,700000000,Pinamungajan,Mun,6310,4847,6459,481,160,2404,370,940,965,5091,98,4151,174,1188,2868,812,3862,5383,183,3734,4438,2344,266,10617,6251,325,7242,3901,4493,1776,2301,105,2519,1731,4944,108,4607
702238000,702200000,700000000,Poro,Mun,5041,2049,4568,102,31,949,106,297,374,4781,18,4446,35,506,1510,356,3894,2270,69,2380,3807,2520,30,2150,2781,62,5227,1653,4088,827,3370,30,2844,783,3194,31,4509
702239000,702200000,700000000,Ronda,Mun,3799,2106,3707,95,28,990,88,309,296,3827,17,1888,25,369,1073,1408,1625,2280,58,2948,2735,1930,10,1400,2722,59,3986,1379,3567,1043,2790,33,2441,962,2835,83,3223
702240000,702200000,700000000,Samboan,Mun,4981,2243,3372,110,24,976,34,164,355,4320,161,355,4320,161,4459,93,218,1473,668,1186,2321,2983,113,1305,4968,415,5360,1525,2981,858,3497,55,1024,1140,3209,51,4289
702241000,702200000,700000000,San Fernando,Mun,10567,8226,10118,452,135,3953,440,1421,1273,11632,82,8746,142,2362,4086,1495,7102,9058,341,6609,6939,3252,56,8190,11368,325,11857,6065,8881,4353,4294,147,4594,2958,9510,135,8276
702242000,702200000,700000000,San Francisco,Mun,4626,2755,5719,171,55,1415,188,485,439,4708,88,5077,80,710,1196,324,1959,3292,77,2596,4446,2601,33,1883,3339,118,6453,2383,4672,958,2622,73,3232,759,2957,79,3703
702243000,702200000,700000000,San Remigio,Mun,7815,7833,8390,224,79,2519,262,762,775,7305,42,6409,70,1241,4545,529,5225,6526,101,3963,4341,1547,27,7708,7438,199,6340,3798,7863,2532,3769,89,5022,2064,8364,156,7178
702244000,702200000,700000000,Santa Fe,Mun,1428,1285,1262,57,12,594,54,148,132,1117,12,1096,22,254,803,203,965,1297,32,734,1069,394,10,985,1417,41,1525,812,1253,481,504,19,759,340,1380,7,1057
702245000,702200000,700000000,Santander,Mun,2979,1942,3664,49,15,1021,57,230,297,3477,24,3416,25,242,1241,454,2776,1757,70,1417,1706,2384,11,1115,1930,282,3894,3698,3282,630,2654,26,1023,825,2618,24,2728
702246000,702200000,700000000,Sibonga,Mun,985,702,923,23,5,319,25,90,96,750,7,642,9,190,391,138,532,843,11,724,771,332,0,658,1000,25,1212,561,1061,418,518,15,543,320,1138,14,924
702247000,702200000,700000000,Sogod,Mun,5547,2859,3290,126,34,1171,109,395,3208,3579,25,2827,75,591,1812,495,2153,4106,76,2185,2489,3308,46,3089,4091,149,4528,1947,2998,1184,3311,39,1414,1149,3642,55,2479
702248000,702200000,700000000,Tabogon,Mun,5876,5578,5751,229,80,1721,233,716,806,4730,101,4847,96,1068,4008,593,3265,4171,115,2910,3518,1370,21,5800,5210,129,4777,3118,4550,1657,2536,58,2947,1507,5575,116,4097
702249000,702200000,700000000,Tabuelan,Mun,2661,2156,3675,90,38,1023,105,382,368,3070,21,2515,43,472,1095,536,1694,2461,60,2100,2146,959,53,2943,2906,76,3337,1720,2142,849,989,23,1134,604,2472,28,2930
702252000,702200000,700000000,Tuburan,Mun,4699,3983,4669,240,72,1653,207,638,598,4043,50,3317,106,772,1680,497,2778,3900,114,2954,3538,1427,34,8577,4815,162,6155,2767,3946,1554,1856,58,1641,1205,4038,65,3365
702253000,702200000,700000000,Tudela,Mun,2093,940,1764,38,19,559,71,134,186,1827,9,1658,19,251,809,283,1366,1239,31,1443,1614,511,32,1072,1238,34,2035,831,1581,423,1373,7,1326,455,1512,18,1756
1108201000,1108200000,1100000000,Compostela,Mun,11520,10506,8349,505,92,8634,654,873,2637,8727,78,13627,237,1812,11473,1189,12810,15191,311,5813,10334,2931,42,6864,11711,344,8998,9906,7687,4739,2659,167,5438,7823,11250,385,12024
1108202000,1108200000,1100000000,Laak,Mun,7282,5822,5793,401,116,3268,413,828,965,6156,155,7068,201,917,5446,918,6248,7772,243,4162,4932,1848,62,4856,6038,200,7959,7246,3948,1901,3298,106,4184,3029,5776,189,8898
1108203000,1108200000,1100000000,Mabini,Mun,3796,4418,2739,336,35,3985,234,393,1571,2755,40,6819,122,645,5208,846,5244,5930,126,2602,3362,1343,22,3214,4059,98,4405,4339,2497,2979,1073,52,1694,4290,4314,100,4250
1108204000,1108200000,1100000000,Maco,Mun,10347,11587,7973,466,237,8391,535,974,3130,8026,90,13134,307,1556,11714,1848,11978,13942,384,6232,7872,3040,72,7192,10314,331,10375,10561,6548,5668,2856,126,4963,8527,10893,363,9801
1108205000,1108200000,1100000000,Maragusan,Mun,7370,6591,4655,439,95,4569,317,803,1912,5393,75,9289,181,1325,7248,816,7653,9795,182,3714,6434,1858,43,4435,6876,157,6897,6332,4189,2331,2080,98,4041,3847,7095,242,8362
1108206000,1108200000,1100000000,Mawab,Mun,5474,5505,4264,204,35,4790,253,504,1658,4176,38,7787,140,683,5836,956,6276,6991,112,3602,4399,1909,33,3847,5464,150,5068,5506,3802,3038,1582,64,2688,4477,5046,128,5338
1108207000,1108200000,1100000000,Monkayo,Mun,13154,10670,9499,660,205,5779,774,1082,2536,10079,188,14994,289,1853,11575,1554,13090,14514,310,6781,10433,4223,124,6752,11235,544,11948,8981,8303,4263,4260,204,7967,7804,12627,429,11955
1108208000,1108200000,1100000000,Montevista,Mun,8290,3810,6917,262,47,3435,209,495,1088,2997,40,8694,118,782,3887,505,4796,9294,133,2607,7452,1342,36,2856,7863,96,7351,4199,6039,2090,4191,65,5155,2888,7936,175,7133
1108209000,1108200000,1100000000,Nabunturan,Mun,9418,10024,7479,476,60,8018,446,679,3187,7402,57,12616,175,1645,9655,1251,11561,12996,258,5718,6788,2437,81,6410,11222,387,8530,9675,7253,5492,1952,144,4212,7384,10834,364,10090
1108210000,1108200000,1100000000,New Bataan,Mun,7180,5689,6352,309,56,3510,341,523,1492,4141,202,8446,139,838,5298,655,5473,8559,187,2953,5719,1592,82,3053,7485,115,6841,6057,4811,1943,2921,56,3781,3447,7734,163,6382
1108211000,1108200000,1100000000,Pantukan,Mun,7058,7767,4714,449,100,5958,407,860,3557,5570,96,11994,278,1382,9352,1652,10235,11765,632,4795,6477,2886,91,6245,8102,389,8109,10066,5026,5092,1638,117,3511,7622,9027,343,8071
1102301000,1102300000,1100000000,Asuncion,Mun,6499,6797,4144,662,94,5895,460,749,2611,4720,77,9418,287,1260,8748,933,9728,10390,249,4872,5400,2001,63,5229,7280,489,6248,7701,4598,3742,1146,361,2874,6687,7523,418,6215
1102323000,1102300000,1100000000,Braulio E. Dujali,Mun,2930,3255,1914,125,25,3068,165,226,1015,2361,23,4187,103,465,4097,460,4192,4818,78,1777,2046,837,46,2077,3054,92,2396,2983,1873,1737,622,44,1622,3182,3462,143,3119
1102303000,1102300000,1100000000,Carmen,Mun,7765,10676,5212,444,166,9317,425,732,3698,6110,70,13293,269,1481,12018,1197,13092,14647,244,4743,5529,2379,49,7406,9609,235,6656,9815,5452,5946,1519,113,3952,10210,10462,400,8648
